"","Game_id","Event_Num","Event_Msg_Type","Period","WC_Time","PC_Time","Action_Type","Option1","Team_id","Person1","Person2","Team_id_type"
"6184","33f631fec90cc1f08bb16cff5ed52f9b",0,12,1,618242,7200,0,0,"1473d70e5646a26de3c52aa1abd85b1f","6bcf6c1f8c373d25fca1579bc4464a91","6bcf6c1f8c373d25fca1579bc4464a91",0
"6185","33f631fec90cc1f08bb16cff5ed52f9b",1,10,1,618243,7200,0,0,"dc0f916810cb46c22beec67a860e00b4","91a259d73f01cc44ea00b70444bdac89","6f223e85f3b3c72a7ce29a142767e806",3
"6186","33f631fec90cc1f08bb16cff5ed52f9b",2,2,1,618510,7090,1,3,"dc0f916810cb46c22beec67a860e00b4","5f6c28ea1939903f51fbff12de4aa7c2","6bcf6c1f8c373d25fca1579bc4464a91",3
"6187","33f631fec90cc1f08bb16cff5ed52f9b",3,4,1,618518,7070,0,0,"dc0f916810cb46c22beec67a860e00b4","38165bacb00c27108cc23681972ee9ab","6bcf6c1f8c373d25fca1579bc4464a91",3
"6188","33f631fec90cc1f08bb16cff5ed52f9b",6,6,1,618617,7070,1,0,"689ca95d19ef8d959ae9e70f41b6d0a7","7456d0c6cf404d5d6321c7332391f09a","38165bacb00c27108cc23681972ee9ab",2
"6189","33f631fec90cc1f08bb16cff5ed52f9b",7,2,1,618871,6980,1,2,"689ca95d19ef8d959ae9e70f41b6d0a7","c493d9929037f011bcb3ff8a2e468c6a","6bcf6c1f8c373d25fca1579bc4464a91",2
"6190","33f631fec90cc1f08bb16cff5ed52f9b",8,4,1,618887,6960,0,0,"689ca95d19ef8d959ae9e70f41b6d0a7","0f79f5ac1d01d9639c74a0cce4a8c7b3","6bcf6c1f8c373d25fca1579bc4464a91",2
"6191","33f631fec90cc1f08bb16cff5ed52f9b",9,1,1,619008,6860,79,2,"dc0f916810cb46c22beec67a860e00b4","5e0158b93a72b41987eec3429fb2038f","6bcf6c1f8c373d25fca1579bc4464a91",3
"6192","33f631fec90cc1f08bb16cff5ed52f9b",10,1,1,619129,6750,42,2,"689ca95d19ef8d959ae9e70f41b6d0a7","b07ed3ce0e4991320064795011f02d4d","6bcf6c1f8c373d25fca1579bc4464a91",2
"6193","33f631fec90cc1f08bb16cff5ed52f9b",11,1,1,619338,6550,1,2,"dc0f916810cb46c22beec67a860e00b4","6f223e85f3b3c72a7ce29a142767e806","7456d0c6cf404d5d6321c7332391f09a",3
"6194","33f631fec90cc1f08bb16cff5ed52f9b",12,6,1,619444,6440,4,0,"689ca95d19ef8d959ae9e70f41b6d0a7","91a259d73f01cc44ea00b70444bdac89","6f223e85f3b3c72a7ce29a142767e806",2
"6195","33f631fec90cc1f08bb16cff5ed52f9b",13,5,1,619445,6440,5,0,"689ca95d19ef8d959ae9e70f41b6d0a7","91a259d73f01cc44ea00b70444bdac89","6bcf6c1f8c373d25fca1579bc4464a91",2
"6196","33f631fec90cc1f08bb16cff5ed52f9b",14,1,1,619762,6120,1,2,"dc0f916810cb46c22beec67a860e00b4","5f6c28ea1939903f51fbff12de4aa7c2","6f223e85f3b3c72a7ce29a142767e806",3
"6197","33f631fec90cc1f08bb16cff5ed52f9b",15,2,1,619952,5900,43,2,"689ca95d19ef8d959ae9e70f41b6d0a7","91a259d73f01cc44ea00b70444bdac89","6bcf6c1f8c373d25fca1579bc4464a91",2
"6198","33f631fec90cc1f08bb16cff5ed52f9b",16,4,1,619995,5850,0,0,"689ca95d19ef8d959ae9e70f41b6d0a7","6f223e85f3b3c72a7ce29a142767e806","6bcf6c1f8c373d25fca1579bc4464a91",2
"6199","33f631fec90cc1f08bb16cff5ed52f9b",17,1,1,620056,5800,1,2,"dc0f916810cb46c22beec67a860e00b4","6f223e85f3b3c72a7ce29a142767e806","0f79f5ac1d01d9639c74a0cce4a8c7b3",3
"6200","33f631fec90cc1f08bb16cff5ed52f9b",18,9,1,620144,5760,1,0,"689ca95d19ef8d959ae9e70f41b6d0a7","c7d5e05435841508324aa6fa371d389e","6bcf6c1f8c373d25fca1579bc4464a91",2
"6201","33f631fec90cc1f08bb16cff5ed52f9b",21,2,1,621727,5590,63,2,"689ca95d19ef8d959ae9e70f41b6d0a7","7021635e4c42453f92b82fe89cfffa35","6bcf6c1f8c373d25fca1579bc4464a91",2
"6202","33f631fec90cc1f08bb16cff5ed52f9b",22,4,1,621780,5580,0,0,"689ca95d19ef8d959ae9e70f41b6d0a7","c7d5e05435841508324aa6fa371d389e","6bcf6c1f8c373d25fca1579bc4464a91",2
"6203","33f631fec90cc1f08bb16cff5ed52f9b",23,6,1,621848,5580,1,0,"689ca95d19ef8d959ae9e70f41b6d0a7","6f223e85f3b3c72a7ce29a142767e806","91a259d73f01cc44ea00b70444bdac89",2
"6204","33f631fec90cc1f08bb16cff5ed52f9b",24,2,1,621967,5560,1,2,"689ca95d19ef8d959ae9e70f41b6d0a7","b07ed3ce0e4991320064795011f02d4d","6bcf6c1f8c373d25fca1579bc4464a91",2
"6205","33f631fec90cc1f08bb16cff5ed52f9b",25,4,1,621979,5550,0,0,"689ca95d19ef8d959ae9e70f41b6d0a7","6f223e85f3b3c72a7ce29a142767e806","6bcf6c1f8c373d25fca1579bc4464a91",2
"6206","33f631fec90cc1f08bb16cff5ed52f9b",26,5,1,622051,5440,2,1,"dc0f916810cb46c22beec67a860e00b4","0f79f5ac1d01d9639c74a0cce4a8c7b3","38165bacb00c27108cc23681972ee9ab",3
"6207","33f631fec90cc1f08bb16cff5ed52f9b",27,6,1,622120,5390,2,0,"689ca95d19ef8d959ae9e70f41b6d0a7","5e0158b93a72b41987eec3429fb2038f","38165bacb00c27108cc23681972ee9ab",2
"6208","33f631fec90cc1f08bb16cff5ed52f9b",28,3,1,622322,5390,11,1,"689ca95d19ef8d959ae9e70f41b6d0a7","38165bacb00c27108cc23681972ee9ab","6bcf6c1f8c373d25fca1579bc4464a91",2
"6209","33f631fec90cc1f08bb16cff5ed52f9b",30,3,1,622425,5390,12,1,"689ca95d19ef8d959ae9e70f41b6d0a7","38165bacb00c27108cc23681972ee9ab","6bcf6c1f8c373d25fca1579bc4464a91",2
"6210","33f631fec90cc1f08bb16cff5ed52f9b",32,5,1,622635,5230,2,1,"dc0f916810cb46c22beec67a860e00b4","0f79f5ac1d01d9639c74a0cce4a8c7b3","b07ed3ce0e4991320064795011f02d4d",3
"6211","33f631fec90cc1f08bb16cff5ed52f9b",33,5,1,622686,5180,2,1,"689ca95d19ef8d959ae9e70f41b6d0a7","b07ed3ce0e4991320064795011f02d4d","0f79f5ac1d01d9639c74a0cce4a8c7b3",2
"6212","33f631fec90cc1f08bb16cff5ed52f9b",34,2,1,622755,5120,1,2,"dc0f916810cb46c22beec67a860e00b4","7456d0c6cf404d5d6321c7332391f09a","6bcf6c1f8c373d25fca1579bc4464a91",3
"6213","33f631fec90cc1f08bb16cff5ed52f9b",35,4,1,622787,5100,0,0,"dc0f916810cb46c22beec67a860e00b4","7021635e4c42453f92b82fe89cfffa35","6bcf6c1f8c373d25fca1579bc4464a91",3
"6214","33f631fec90cc1f08bb16cff5ed52f9b",36,6,1,622799,5100,1,0,"689ca95d19ef8d959ae9e70f41b6d0a7","5f6c28ea1939903f51fbff12de4aa7c2","7021635e4c42453f92b82fe89cfffa35",2
"6215","33f631fec90cc1f08bb16cff5ed52f9b",37,1,1,623095,4940,5,2,"689ca95d19ef8d959ae9e70f41b6d0a7","38165bacb00c27108cc23681972ee9ab","7021635e4c42453f92b82fe89cfffa35",2
"6216","33f631fec90cc1f08bb16cff5ed52f9b",38,1,1,623277,4760,52,2,"dc0f916810cb46c22beec67a860e00b4","6f223e85f3b3c72a7ce29a142767e806","0f79f5ac1d01d9639c74a0cce4a8c7b3",3
"6217","33f631fec90cc1f08bb16cff5ed52f9b",39,2,1,623500,4530,5,2,"689ca95d19ef8d959ae9e70f41b6d0a7","38165bacb00c27108cc23681972ee9ab","6bcf6c1f8c373d25fca1579bc4464a91",2
"6218","33f631fec90cc1f08bb16cff5ed52f9b",40,4,1,623517,4510,0,0,"689ca95d19ef8d959ae9e70f41b6d0a7","0f79f5ac1d01d9639c74a0cce4a8c7b3","6bcf6c1f8c373d25fca1579bc4464a91",2
"6219","33f631fec90cc1f08bb16cff5ed52f9b",41,1,1,623602,4440,79,2,"dc0f916810cb46c22beec67a860e00b4","5e0158b93a72b41987eec3429fb2038f","6bcf6c1f8c373d25fca1579bc4464a91",3
"6220","33f631fec90cc1f08bb16cff5ed52f9b",42,6,1,623761,4310,4,0,"689ca95d19ef8d959ae9e70f41b6d0a7","c493d9929037f011bcb3ff8a2e468c6a","0f79f5ac1d01d9639c74a0cce4a8c7b3",2
"6221","33f631fec90cc1f08bb16cff5ed52f9b",62,5,1,623762,4310,37,0,"689ca95d19ef8d959ae9e70f41b6d0a7","c493d9929037f011bcb3ff8a2e468c6a","6bcf6c1f8c373d25fca1579bc4464a91",2
"6222","33f631fec90cc1f08bb16cff5ed52f9b",44,8,1,623989,4310,0,0,"dc0f916810cb46c22beec67a860e00b4","b07ed3ce0e4991320064795011f02d4d","a21d7d83ae1fb9bc438e87b06072efbb",3
"6223","33f631fec90cc1f08bb16cff5ed52f9b",45,8,1,624079,4310,0,0,"dc0f916810cb46c22beec67a860e00b4","7456d0c6cf404d5d6321c7332391f09a","f2f904a986118f6e2e67da38c64ffe81",3
"6224","33f631fec90cc1f08bb16cff5ed52f9b",46,2,1,624282,4160,79,2,"dc0f916810cb46c22beec67a860e00b4","f2f904a986118f6e2e67da38c64ffe81","6bcf6c1f8c373d25fca1579bc4464a91",3
"6225","33f631fec90cc1f08bb16cff5ed52f9b",47,4,1,624297,4130,0,0,"dc0f916810cb46c22beec67a860e00b4","91a259d73f01cc44ea00b70444bdac89","6bcf6c1f8c373d25fca1579bc4464a91",3
"6226","33f631fec90cc1f08bb16cff5ed52f9b",48,1,1,624437,4000,1,3,"689ca95d19ef8d959ae9e70f41b6d0a7","7021635e4c42453f92b82fe89cfffa35","38165bacb00c27108cc23681972ee9ab",2
"6227","33f631fec90cc1f08bb16cff5ed52f9b",49,1,1,624543,3890,79,2,"dc0f916810cb46c22beec67a860e00b4","0f79f5ac1d01d9639c74a0cce4a8c7b3","6bcf6c1f8c373d25fca1579bc4464a91",3
"6228","33f631fec90cc1f08bb16cff5ed52f9b",50,6,1,624671,3780,27,1,"689ca95d19ef8d959ae9e70f41b6d0a7","5e0158b93a72b41987eec3429fb2038f","7021635e4c42453f92b82fe89cfffa35",2
"6229","33f631fec90cc1f08bb16cff5ed52f9b",51,3,1,624826,3780,11,1,"689ca95d19ef8d959ae9e70f41b6d0a7","7021635e4c42453f92b82fe89cfffa35","6bcf6c1f8c373d25fca1579bc4464a91",2
"6230","33f631fec90cc1f08bb16cff5ed52f9b",53,8,1,624915,3780,0,0,"689ca95d19ef8d959ae9e70f41b6d0a7","5e0158b93a72b41987eec3429fb2038f","c5c6264e03c7fb09cb1cc56249900c17",2
"6231","33f631fec90cc1f08bb16cff5ed52f9b",54,8,1,625033,3780,0,0,"689ca95d19ef8d959ae9e70f41b6d0a7","c493d9929037f011bcb3ff8a2e468c6a","9cdb7fcbb36cb039e63ea8074df32a81",2
"6232","33f631fec90cc1f08bb16cff5ed52f9b",55,3,1,625110,3780,12,1,"689ca95d19ef8d959ae9e70f41b6d0a7","7021635e4c42453f92b82fe89cfffa35","6bcf6c1f8c373d25fca1579bc4464a91",2
"6233","33f631fec90cc1f08bb16cff5ed52f9b",57,1,1,625293,3680,79,2,"dc0f916810cb46c22beec67a860e00b4","0f79f5ac1d01d9639c74a0cce4a8c7b3","6bcf6c1f8c373d25fca1579bc4464a91",3
"6234","33f631fec90cc1f08bb16cff5ed52f9b",58,1,1,625400,3570,108,2,"689ca95d19ef8d959ae9e70f41b6d0a7","38165bacb00c27108cc23681972ee9ab","a21d7d83ae1fb9bc438e87b06072efbb",2
"6235","33f631fec90cc1f08bb16cff5ed52f9b",60,9,1,625517,3550,1,0,"dc0f916810cb46c22beec67a860e00b4","b7ada38ea9c48a6d1c3d4eed3bc94ca5","6bcf6c1f8c373d25fca1579bc4464a91",3
"6236","33f631fec90cc1f08bb16cff5ed52f9b",66,2,1,627197,3360,1,3,"dc0f916810cb46c22beec67a860e00b4","5f6c28ea1939903f51fbff12de4aa7c2","6bcf6c1f8c373d25fca1579bc4464a91",3
